,counterpress,location,match_id,out,pass_aerial_won,pass_angle,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_miscommunication,pass_no_touch,pass_outswinging,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,player,position,under_pressure,xA
147808,,"[76.6, 39.1]",3879867,,,2.9942312,Right Foot,,,,"[63.8, 41.0]",,Ground Pass,,12.940248,,,,,,,,,Allan Marques Loureiro,Right Center Midfield,,0.00019878072
147809,,"[63.8, 41.0]",3879867,,,1.3067393,Right Foot,,,,"[71.1, 68.0]",,Ground Pass,,27.969448,,,,,,,,,Vlad Iulian Chiricheș,Right Center Back,,5.2093437e-06
147810,,"[81.8, 69.0]",3879867,,,-1.966486,Right Foot,,,,"[78.5, 61.1]",,Ground Pass,,8.561542,,,,,,,,,Elseid Hysaj,Right Back,,2.4865317e-06
147811,,"[88.0, 60.5]",3879867,,,-0.21425287,Right Foot,,,,"[109.6, 55.8]",,High Pass,,22.105429,,,,,,,,,Allan Marques Loureiro,Right Center Midfield,,0.008310334
147812,,"[116.2, 57.3]",3879867,,,-1.2649175,Right Foot,,,,"[116.8, 55.4]",,Low Pass,,1.9924859,,,,,,,,,José María Callejón Bueno,Right Wing,,0.00038252742
147813,,"[120.0, 80.0]",3879867,,,-1.7799376,Right Foot,,,,"[109.6, 31.0]",,High Pass,,50.091515,,,True,,True,Outswinging,,Corner,Jorge Luiz Frello Filho,Center Defensive Midfield,,1.1744176e-05
147814,,"[108.9, 32.7]",3879867,,,1.416016,Head,,,,"[111.1, 46.8]",,High Pass,,14.270599,,,,,,,,,Kalidou Koulibaly,Left Center Back,,0.005046003
147815,,"[120.0, 0.1]",3879867,,,1.7558581,Right Foot,,,,"[112.1, 42.3]",,High Pass,True,42.933086,,,,,True,Inswinging,,Corner,Jorge Luiz Frello Filho,Center Defensive Midfield,,0.0041525685
147817,,"[32.1, 78.5]",3879867,,,-2.4052508,Left Foot,,,,"[11.8, 60.1]",,Ground Pass,,27.397993,,,,,,,,Recovery,Elseid Hysaj,Right Back,True,5.3604645e-06
147818,,"[11.0, 60.1]",3879867,,,0.29493704,Right Foot,,,,"[42.6, 69.7]",,Ground Pass,,33.02605,,,,,,,,,José Manuel Reina Páez,Goalkeeper,,8.801394e-06
147819,,"[78.3, 66.9]",3879867,,,0.379897,Left Foot,,,,"[106.6, 78.2]",,Ground Pass,,30.47261,,,,,,,,,Allan Marques Loureiro,Right Center Midfield,,2.2710245e-05
147820,,"[117.5, 78.5]",3879867,,,-2.7223604,Right Foot,,,,"[108.3, 74.4]",,Ground Pass,,10.072239,,,,,,,,,Elseid Hysaj,Right Back,,0.005431606
147821,,"[110.6, 75.2]",3879867,,,-1.879365,Right Foot,,,,"[105.5, 59.2]",,Ground Pass,,16.793154,,,,,,,,,José María Callejón Bueno,Right Wing,,6.609953e-05
147822,,"[119.0, 51.3]",3879867,,,-2.0913773,Right Foot,True,,,"[114.7, 43.8]",True,Low Pass,,8.64523,,,,,,,,,Allan Marques Loureiro,Right Center Midfield,,0.7882248
147829,,"[59.3, 34.6]",3879867,,True,0.77508926,,,,,"[69.1, 44.2]",,Low Pass,,13.7186,,,,,,,,Recovery,Vlad Iulian Chiricheș,Right Center Back,True,4.093754e-05
147830,,"[74.5, 62.6]",3879867,,,0.6034852,Right Foot,,,,"[92.2, 74.8]",,Ground Pass,,21.49721,,,,,,,,,José María Callejón Bueno,Right Wing,,3.6215752e-06
147831,,"[99.7, 67.3]",3879867,,,-1.1647772,Right Foot,True,,,"[108.9, 45.9]",,Low Pass,,23.293776,,,,,,,,,Elseid Hysaj,Right Back,,0.0033658047
147832,,"[120.0, 80.0]",3879867,,,-1.8426807,Right Foot,,,,"[110.8, 47.0]",,High Pass,,34.25843,,,True,,,Outswinging,,Corner,Jorge Luiz Frello Filho,Center Defensive Midfield,,0.00013844643
147841,,"[14.8, 51.3]",3879867,,,0.7094027,Keeper Arm,,,,"[36.0, 69.5]",,Ground Pass,,27.94065,,,,,,,,,José Manuel Reina Páez,Goalkeeper,,1.0048361e-05
147842,,"[42.2, 72.7]",3879867,,,-1.1218536,Left Foot,,,,"[48.8, 59.0]",,Ground Pass,,15.206906,,,,,,,,,Elseid Hysaj,Right Back,,9.461297e-06
147843,,"[53.5, 56.2]",3879867,,,-2.0458071,Right Foot,,,,"[49.9, 49.2]",,Ground Pass,,7.8714676,,,,,,,,,Allan Marques Loureiro,Right Center Midfield,,2.8394365e-06
147844,,"[52.0, 45.7]",3879867,,,-1.3465616,Right Foot,,,,"[55.9, 28.6]",,Ground Pass,,17.539099,,,,,,,,,Jorge Luiz Frello Filho,Center Defensive Midfield,,2.376812e-06
147845,,"[55.9, 26.9]",3879867,,,1.6432499,Left Foot,,,,"[55.0, 39.3]",,Ground Pass,,12.432618,,,,,,,,,Marek Hamšík,Left Center Midfield,,0.0017469864
147846,,"[64.0, 35.2]",3879867,,,-0.22978646,Right Foot,,,,"[81.1, 31.2]",,Ground Pass,,17.561605,,,,,,,,,Jorge Luiz Frello Filho,Center Defensive Midfield,,5.956872e-06
147847,,"[79.8, 30.8]",3879867,,,0.98279375,Right Foot,,,,"[86.2, 40.4]",,Low Pass,,11.537765,,,,,,,,,Lorenzo Insigne,Left Wing,,5.8438795e-06
147848,,"[84.5, 40.4]",3879867,,,-1.3101939,Right Foot,,,,"[86.5, 32.9]",,Low Pass,,7.7620873,,,,,,,,,Gonzalo Gerardo Higuaín,Center Forward,,3.5169103e-06
147850,,"[58.0, 47.2]",3879867,,,0.7179331,Right Foot,,,,"[65.9, 54.1]",,Ground Pass,,10.489042,,,,,,,,Recovery,José María Callejón Bueno,Right Wing,True,3.1466632e-05
147851,,"[91.2, 62.4]",3879867,,,-0.5320764,Right Foot,,,,"[103.6, 55.1]",,Ground Pass,,14.389232,,,,,,,,,Allan Marques Loureiro,Right Center Midfield,True,0.0017287213
147856,,"[7.1, 46.2]",3879867,,,0.049710255,Keeper Arm,,,,"[27.2, 47.2]",,Ground Pass,,20.12486,,,,,,,,,José Manuel Reina Páez,Goalkeeper,,3.1882614e-06
147857,,"[29.1, 47.9]",3879867,,,0.5977584,Right Foot,,,,"[38.5, 54.3]",,Ground Pass,,11.371895,,,,,,,,,Jorge Luiz Frello Filho,Center Defensive Midfield,,2.1837436e-06
147858,,"[42.0, 54.9]",3879867,,,-2.3561945,Right Foot,,,,"[39.0, 51.9]",,Ground Pass,,4.2426405,,,,,,,,,Lorenzo Insigne,Left Wing,,1.8144566e-06
147859,,"[39.0, 51.5]",3879867,,,-0.15756157,Right Foot,,,,"[49.7, 49.8]",,Ground Pass,,10.834205,,,,,,,,,Jorge Luiz Frello Filho,Center Defensive Midfield,,3.0600074e-06
147860,,"[54.8, 44.4]",3879867,,,-1.5479866,Right Foot,,,,"[55.4, 18.1]",,Ground Pass,,26.306843,,,,,,,,,Lorenzo Insigne,Left Wing,,5.955071e-06
147861,,"[55.7, 13.0]",3879867,,,1.8984466,Right Foot,,,,"[48.8, 33.3]",,Ground Pass,,21.440617,,,,,,,,,Marek Hamšík,Left Center Midfield,,6.174904e-07
147862,,"[48.8, 33.3]",3879867,,,-0.5093011,Right Foot,,,,"[56.5, 29.0]",,Ground Pass,,8.819297,,,,,,,,,Kalidou Koulibaly,Left Center Back,,3.1608147e-06
147863,,"[56.3, 29.0]",3879867,,,0.0732023,Right Foot,,,,"[71.3, 30.1]",,Ground Pass,,15.040279,,,,,,,,,Jorge Luiz Frello Filho,Center Defensive Midfield,,5.953413e-06
147864,,"[72.1, 26.0]",3879867,,,2.722251,Right Foot,,,,"[63.8, 29.7]",,Ground Pass,,9.087354,,,,,,,,,Lorenzo Insigne,Left Wing,,1.8759816e-06
147865,,"[63.8, 29.7]",3879867,,,-1.5451609,Right Foot,,,,"[64.2, 14.1]",,Ground Pass,,15.605127,,,,,,,,,Jorge Luiz Frello Filho,Center Defensive Midfield,,1.041248e-05
147866,,"[62.1, 16.9]",3879867,,,1.4024062,Right Foot,,,,"[63.8, 26.9]",,Ground Pass,,10.143471,,,,,,,,,Marek Hamšík,Left Center Midfield,,4.2703577e-06
147867,,"[64.4, 27.1]",3879867,,,-1.1789852,Right Foot,,,,"[71.3, 10.4]",,Ground Pass,,18.069311,,,,,,,,,Jorge Luiz Frello Filho,Center Defensive Midfield,,4.1588755e-06
147868,,"[71.5, 9.4]",3879867,,,1.9433506,Left Foot,,,,"[68.1, 18.1]",,Ground Pass,,9.340771,,,,,,,,,Faouzi Ghoulam,Left Back,,1.2993501e-06
147869,,"[69.3, 16.4]",3879867,,,-0.8539182,Right Foot,,,,"[78.8, 5.5]",,Ground Pass,,14.458907,,,,,,,,,Marek Hamšík,Left Center Midfield,,4.5566285e-05
147870,,"[105.7, 8.3]",3879867,,,1.351313,Left Foot,True,,,"[117.3, 60.3]",,Low Pass,,53.278137,,,,,True,,,,Faouzi Ghoulam,Left Back,,0.00013861828
147880,,"[44.5, 21.1]",3879867,,,-1.4702194,Right Foot,,,,"[45.6, 10.2]",,Ground Pass,,10.955364,,,,,,,,,Vlad Iulian Chiricheș,Right Center Back,,1.1961923e-06
147881,,"[45.2, 10.2]",3879867,,,-0.4388593,Right Foot,,,,"[50.1, 7.9]",,Ground Pass,,5.4129477,,,,,,,,,Faouzi Ghoulam,Left Back,,6.623864e-07
147882,,"[51.2, 10.6]",3879867,,,2.0398347,Right Foot,,,,"[43.7, 25.4]",,Ground Pass,,16.591866,,,,,,,,,Lorenzo Insigne,Left Wing,,3.6770705e-06
147883,,"[43.0, 26.0]",3879867,,,0.8449304,Right Foot,,,,"[50.1, 34.0]",,Ground Pass,,10.696261,,,,,,,,,Vlad Iulian Chiricheș,Right Center Back,,6.039196e-07
147884,,"[52.2, 38.2]",3879867,,,-0.66881216,Right Foot,,,,"[64.6, 28.4]",,Ground Pass,,15.805062,,,,,,,,,Jorge Luiz Frello Filho,Center Defensive Midfield,,4.6909186e-06
147885,,"[64.4, 30.8]",3879867,,,1.2490457,Right Foot,,,,"[77.5, 70.1]",,High Pass,,41.42584,,,,,,,,,Marek Hamšík,Left Center Midfield,,2.4345427e-05
147886,,"[96.3, 64.6]",3879867,,,-2.559853,Right Foot,,,,"[85.2, 57.3]",,Ground Pass,,13.28533,,,,,,,,,Allan Marques Loureiro,Right Center Midfield,,2.3849409e-05
147887,,"[86.2, 57.3]",3879867,,,-1.3239056,Right Foot,,,,"[92.4, 32.7]",,Ground Pass,,25.369272,,,,,,,,,Jorge Luiz Frello Filho,Center Defensive Midfield,,1.7537344e-05
147888,,"[92.2, 33.1]",3879867,,,-0.99970305,Right Foot,,,,"[105.5, 12.4]",,Ground Pass,,24.604471,,,,,,,,,Marek Hamšík,Left Center Midfield,,0.0063569527
147889,,"[105.7, 12.6]",3879867,,,1.1391783,Left Foot,True,,,"[116.8, 36.7]",,Ground Pass,,26.533375,,,,,,,,,Faouzi Ghoulam,Left Back,,0.0006797016
147895,,"[7.0, 44.1]",3879867,,,-0.013952583,Right Foot,,,,"[28.5, 43.8]",,Ground Pass,,21.502092,,,,,,,,Goal Kick,José Manuel Reina Páez,Goalkeeper,,7.695787e-06
147896,,"[61.0, 59.2]",3879867,,,-0.20820595,Right Foot,,,,"[68.1, 57.7]",,Ground Pass,,7.256721,,,,,,,,,Jorge Luiz Frello Filho,Center Defensive Midfield,,3.932524e-06
147897,,"[68.3, 57.3]",3879867,,,-3.0488362,Left Foot,,,,"[64.0, 56.9]",,Ground Pass,,4.3185644,,,,,,,,,José María Callejón Bueno,Right Wing,,3.3827946e-05
147898,,"[64.0, 56.9]",3879867,,,-0.17593962,Right Foot,,,,"[77.5, 54.5]",,Ground Pass,,13.711674,,,,,,,,,Jorge Luiz Frello Filho,Center Defensive Midfield,,3.191329e-05
147899,,"[78.3, 54.5]",3879867,,,-2.928224,Right Foot,,,,"[72.3, 53.2]",,Ground Pass,,6.1392183,,,,,,,,,Allan Marques Loureiro,Right Center Midfield,,5.7104235e-06
147900,,"[77.5, 53.9]",3879867,,,-1.3912826,Right Foot,,,,"[82.2, 28.0]",,Ground Pass,,26.322994,,,,,,,,,Jorge Luiz Frello Filho,Center Defensive Midfield,,2.9029097e-06
147901,,"[91.8, 24.3]",3879867,,,-0.47569522,Right Foot,,,,"[108.3, 15.8]",,Ground Pass,,18.56071,,,,,,,,,Lorenzo Insigne,Left Wing,,0.00036214408
147902,,"[109.8, 14.9]",3879867,,,1.8352,Left Foot,True,,,"[103.6, 37.8]",,Ground Pass,,23.72446,,,,,,,,,Faouzi Ghoulam,Left Back,,0.004789741
147905,,"[25.3, 33.8]",3879867,,,0.7753201,Right Foot,,,,"[70.4, 78.0]",,High Pass,,63.147842,,,,,True,,,,José Manuel Reina Páez,Goalkeeper,,1.5663836e-05
147906,,"[71.7, 77.8]",3879867,,,-1.7380502,Right Foot,,,,"[69.1, 62.4]",,Ground Pass,,15.617938,,,,,,,,,Elseid Hysaj,Right Back,,3.644324e-06
147907,,"[74.7, 57.7]",3879867,,,-0.52888155,Right Foot,,,,"[82.4, 53.2]",,Ground Pass,,8.91852,,,,,,,,,Allan Marques Loureiro,Right Center Midfield,,9.260903e-06
147908,,"[82.4, 53.2]",3879867,,,-1.2103407,Right Foot,,,,"[87.3, 40.2]",,Ground Pass,,13.892804,,,,,,,,,José María Callejón Bueno,Right Wing,,9.89959e-06
147909,,"[87.3, 40.2]",3879867,,,2.5043545,Right Foot,,,,"[79.6, 45.9]",,Ground Pass,,9.580188,,,,,,,,,Gonzalo Gerardo Higuaín,Center Forward,,1.3132668e-05
147910,,"[81.5, 48.3]",3879867,,,-1.6586919,Right Foot,,,,"[79.2, 22.2]",,Ground Pass,,26.201145,,,,,,,,,José María Callejón Bueno,Right Wing,,3.7493112e-06
147911,,"[82.6, 23.1]",3879867,,,-0.38050637,Left Foot,,,,"[94.6, 18.3]",,Ground Pass,,12.924396,,,,True,,,,,Marek Hamšík,Left Center Midfield,,0.00023781389
147913,,"[51.6, 46.8]",3879867,,,1.2560387,Head,,,,"[54.4, 55.4]",,Low Pass,,9.044335,,,,,,,,Recovery,Marek Hamšík,Left Center Midfield,,0.00010087287
147914,,"[54.6, 54.1]",3879867,,,-2.1386404,Right Foot,,,,"[50.9, 48.3]",,Ground Pass,,6.87968,,,,,,,,,Jorge Luiz Frello Filho,Center Defensive Midfield,,1.2984618e-06
147915,,"[49.5, 47.2]",3879867,,,0.97303796,Left Foot,,,,"[52.7, 51.9]",,Ground Pass,,5.6859474,,,,,,,,,Marek Hamšík,Left Center Midfield,,4.650221e-06
147916,,"[53.9, 49.2]",3879867,,,-1.4454072,Right Foot,,,,"[56.9, 25.4]",,Ground Pass,,23.98833,,,,,,,,,Jorge Luiz Frello Filho,Center Defensive Midfield,,1.073015e-06
147917,,"[97.6, 20.5]",3879867,,,-0.32588276,Right Foot,,,,"[112.1, 15.6]",,Ground Pass,,15.305554,,,,,,,,,Lorenzo Insigne,Left Wing,,0.00033918812
147922,,"[14.6, 31.6]",3879867,,,1.1976308,Right Foot,,,,"[22.9, 52.8]",,Ground Pass,,22.766861,,,,,,,,,José Manuel Reina Páez,Goalkeeper,,1.5076736e-05
147923,,"[46.0, 65.6]",3879867,,,-1.1036766,Right Foot,,,,"[51.8, 54.1]",,Ground Pass,,12.879829,,,,,,,,,Elseid Hysaj,Right Back,,1.9713756e-05
147924,,"[66.4, 49.4]",3879867,,,-0.45997116,Right Foot,,,,"[77.3, 44.0]",,Ground Pass,,12.164292,,,,,,,,,Jorge Luiz Frello Filho,Center Defensive Midfield,,6.9509315e-06
147925,,"[79.0, 43.8]",3879867,,,2.6578135,Right Foot,,,,"[67.2, 50.0]",,Ground Pass,,13.329666,,,,,,,,,Gonzalo Gerardo Higuaín,Center Forward,True,4.5886263e-05
147926,,"[67.8, 51.7]",3879867,,,1.1496068,Right Foot,,,,"[79.0, 76.7]",,Low Pass,,27.39416,,,,,,,,,Jorge Luiz Frello Filho,Center Defensive Midfield,,1.5010464e-06
147927,,"[85.2, 77.2]",3879867,,,-2.5820858,Right Foot,,,,"[75.3, 71.0]",,Ground Pass,,11.681182,,,,,,,,,Allan Marques Loureiro,Right Center Midfield,,3.0183323e-06
147928,,"[75.1, 72.7]",3879867,,,-1.5707964,Right Foot,,,,"[75.1, 55.8]",,Ground Pass,,16.9,,,,,,,,,Elseid Hysaj,Right Back,,5.380454e-06
147929,,"[74.7, 55.6]",3879867,,,-0.3413559,Right Foot,,,,"[89.9, 50.2]",,Ground Pass,,16.130716,,,,,,,,,Jorge Luiz Frello Filho,Center Defensive Midfield,,2.0248845e-06
147930,,"[89.5, 50.2]",3879867,,,0.0,Right Foot,,,,"[116.6, 50.2]",,Ground Pass,,27.1,,,,,,,,,José María Callejón Bueno,Right Wing,,0.008594692
147941,,"[33.4, 7.7]",3879867,,,1.199905,Left Foot,,,,"[36.2, 14.9]",,Ground Pass,,7.725283,,,,,,,,,Faouzi Ghoulam,Left Back,,8.3460105e-07
147942,,"[36.2, 14.9]",3879867,,,-2.9663262,Right Foot,,,,"[26.6, 13.2]",,Ground Pass,,9.749359,,,,,,,,,Marek Hamšík,Left Center Midfield,,1.7015261e-06
147943,,"[26.6, 13.9]",3879867,,,0.38878775,Right Foot,,,,"[43.2, 20.7]",,Ground Pass,,17.938786,,,,,,,,,Kalidou Koulibaly,Left Center Back,,5.3259237e-07
147944,,"[42.6, 21.3]",3879867,,,-1.1071488,Right Foot,,,,"[47.7, 11.1]",,Ground Pass,,11.403947,,,,,,,,,Jorge Luiz Frello Filho,Center Defensive Midfield,,1.1961923e-06
147945,,"[48.2, 12.4]",3879867,,,1.673878,Left Foot,,,,"[47.3, 21.1]",,Ground Pass,,8.746428,,,,,,,,,Faouzi Ghoulam,Left Back,True,3.4074194e-06
147946,,"[48.8, 21.1]",3879867,,,0.5577428,Right Foot,,,,"[69.8, 34.2]",,Ground Pass,,24.75096,,,,,,,,,Jorge Luiz Frello Filho,Center Defensive Midfield,True,3.66581e-06
147947,,"[69.8, 34.2]",3879867,,,1.7581745,Right Foot,,,,"[63.6, 66.9]",,High Pass,,33.282578,,,,,,,,,Gonzalo Gerardo Higuaín,Center Forward,,1.740628e-05
147948,,"[85.2, 66.3]",3879867,,,0.7378151,Right Foot,,,,"[92.9, 73.3]",,Ground Pass,,10.406248,,,,,,,,,Elseid Hysaj,Right Back,,3.0729216e-06
147949,,"[96.9, 74.4]",3879867,,,-2.1870933,Right Foot,,,,"[90.1, 64.8]",,Ground Pass,,11.764353,,,,,,,,,José María Callejón Bueno,Right Wing,,2.6088862e-06
147950,,"[93.3, 57.3]",3879867,,,-1.0789871,Right Foot,,,,"[96.3, 51.7]",,Ground Pass,,6.352952,,,,,,,,,Allan Marques Loureiro,Right Center Midfield,,3.198791e-05
147951,,"[97.4, 51.5]",3879867,,,1.8643854,Left Foot,,,,"[96.1, 55.8]",,Ground Pass,,4.4922156,,,,,,,,,Marek Hamšík,Left Center Midfield,,0.00024054332
147952,,"[94.8, 56.2]",3879867,,,-2.538916,Right Foot,,,,"[83.9, 48.7]",,Ground Pass,,13.231024,,,,,,,,,Allan Marques Loureiro,Right Center Midfield,True,1.1557251e-05
147953,,"[84.7, 47.2]",3879867,,,-1.2879325,Right Foot,,,,"[93.1, 18.3]",,Ground Pass,,30.096012,,,,,,,,,Jorge Luiz Frello Filho,Center Defensive Midfield,,4.1015896e-06
147954,,"[96.1, 25.4]",3879867,,,1.2966288,Right Foot,,,,"[99.7, 38.2]",,Ground Pass,,13.296617,,,,,,,,,Lorenzo Insigne,Left Wing,,0.3441803
147956,,"[93.7, 30.3]",3879867,,,-0.912371,Right Foot,,,,"[97.8, 25.0]",,Ground Pass,,6.700746,,,,,,,,Recovery,Jorge Luiz Frello Filho,Center Defensive Midfield,True,0.0003479286
147957,,"[102.5, 26.3]",3879867,,,2.894416,Right Foot,,,,"[91.8, 29.0]",,Ground Pass,,11.035398,,,,,,,,,Lorenzo Insigne,Left Wing,,7.769722e-06
147958,,"[90.5, 29.3]",3879867,,,-1.2026656,Right Foot,,,,"[98.6, 8.3]",,Ground Pass,,22.508,,,,,,,,,Jorge Luiz Frello Filho,Center Defensive Midfield,,0.0011358416
147959,,"[110.8, 11.1]",3879867,,,2.7138577,Left Foot,,,,"[97.2, 17.3]",,Ground Pass,,14.946571,,,,,,,,,Faouzi Ghoulam,Left Back,,7.373921e-05
147960,,"[99.7, 23.7]",3879867,,,2.7728968,Left Foot,,,,"[86.5, 28.8]",,Ground Pass,,14.150971,,,,,,,,,Marek Hamšík,Left Center Midfield,,4.809879e-05
147961,,"[85.8, 29.3]",3879867,,,-0.79297376,Right Foot,,,,"[98.9, 16.0]",,Ground Pass,,18.668154,,,,,,,,,Jorge Luiz Frello Filho,Center Defensive Midfield,,0.014939554
147962,,"[105.5, 22.2]",3879867,,,-0.72097135,Right Foot,,,,"[112.1, 16.4]",,Ground Pass,,8.786353,,,,,,,,,Lorenzo Insigne,Left Wing,,3.7155653e-05
147963,,"[112.1, 16.2]",3879867,,,1.6823316,Left Foot,True,,,"[105.1, 78.7]",,Low Pass,,62.890778,,,,,True,,,,Faouzi Ghoulam,Left Back,,0.0005289037
147964,,"[107.4, 78.9]",3879867,,,-2.943206,Right Foot,,,,"[88.0, 75.0]",,Ground Pass,,19.788128,,,,,,,,,José María Callejón Bueno,Right Wing,,9.830038e-06
147965,,"[91.4, 75.0]",3879867,,,-1.5182133,Right Foot,,,,"[92.2, 59.8]",,Ground Pass,,15.221038,,,,,,,,,Elseid Hysaj,Right Back,,6.192381e-06
147966,,"[95.9, 59.0]",3879867,,,0.39020136,Right Foot,,,,"[108.3, 64.1]",,Ground Pass,,13.407833,,,,,,,,,Allan Marques Loureiro,Right Center Midfield,,0.0010883025
147967,,"[110.2, 64.1]",3879867,,,-1.2878954,Right Foot,True,,,"[115.2, 46.9]",True,Low Pass,,17.912006,,,,,,,,,Elseid Hysaj,Right Back,,0.82068783
147973,,"[33.2, 62.8]",3879867,,True,1.8896314,,,,,"[29.8, 73.1]",,High Pass,,10.846659,,,,,,,,Recovery,Vlad Iulian Chiricheș,Right Center Back,True,4.2016713e-06
147974,,"[22.1, 72.7]",3879867,,,-2.4481332,Right Foot,,,,"[14.4, 66.3]",,Ground Pass,,10.012492,,,,,,,,,Elseid Hysaj,Right Back,,2.016775e-06
147975,,"[14.2, 67.5]",3879867,,,1.4233592,Right Foot,,,,"[15.7, 77.6]",,Ground Pass,,10.210778,,,,,,,,,Vlad Iulian Chiricheș,Right Center Back,,4.4791386e-06
147976,,"[15.4, 77.6]",3879867,,,0.09743485,Right Foot,,,,"[28.7, 78.9]",,Ground Pass,,13.363382,,,,,,,,,Elseid Hysaj,Right Back,,8.8573215e-06
147977,,"[30.4, 75.7]",3879867,,,-0.97998476,Right Foot,,,,"[46.9, 51.1]",,Ground Pass,,29.621107,,,,,,,,Free Kick,Vlad Iulian Chiricheș,Right Center Back,,5.4488787e-06
147978,,"[56.1, 44.9]",3879867,,,1.8724154,Right Foot,,,,"[53.3, 53.9]",,Low Pass,,9.425497,,,,,,,,,Jorge Luiz Frello Filho,Center Defensive Midfield,,0.00021782484
147979,,"[59.7, 46.4]",3879867,,,-0.8299546,Right Foot,,,,"[67.2, 38.2]",,Ground Pass,,11.112605,,,,,,,,,Allan Marques Loureiro,Right Center Midfield,,3.5041794e-05
147980,,"[67.6, 37.6]",3879867,,,1.5877439,Right Foot,,,,"[67.4, 49.4]",,Ground Pass,,11.801695,,,,,,,,,Dries Mertens,Right Wing,,1.3290207e-05
147981,,"[66.8, 50.4]",3879867,,,3.1415927,Left Foot,,,,"[49.7, 50.4]",,Ground Pass,,17.1,,,,,,,,,Jorge Luiz Frello Filho,Center Defensive Midfield,,2.06652e-05
147982,,"[53.7, 48.3]",3879867,,,-0.88187194,Right Foot,,,,"[56.5, 44.9]",,Ground Pass,,4.404543,,,,,,,,,Vlad Iulian Chiricheș,Right Center Back,,2.6311966e-06
147983,,"[57.6, 44.2]",3879867,,,2.6279867,Right Foot,,,,"[53.7, 46.4]",,Ground Pass,,4.4777226,,,,,,,,,Allan Marques Loureiro,Right Center Midfield,,4.747045e-05
147984,,"[52.7, 47.7]",3879867,,,0.5880026,Left Foot,,,,"[63.8, 55.1]",,Ground Pass,,13.34054,,,,,,,,,Vlad Iulian Chiricheș,Right Center Back,,9.154156e-05
147985,,"[69.8, 58.6]",3879867,,,0.12619154,Right Foot,,,,"[83.2, 60.3]",,Ground Pass,,13.507405,,,,,,,,,Allan Marques Loureiro,Right Center Midfield,,2.0929498e-05
147986,,"[83.7, 60.1]",3879867,,,2.6750715,Left Foot,,,,"[69.8, 67.1]",,Ground Pass,,15.563097,,,,,,,,,Lorenzo Insigne,Left Wing,,3.9671188e-05
147987,,"[66.1, 69.9]",3879867,,,-2.1287196,Right Foot,,,,"[57.8, 56.6]",,Ground Pass,,15.677372,,,,,,,,,Jorge Luiz Frello Filho,Center Defensive Midfield,,6.3640578e-06
147988,,"[56.3, 55.8]",3879867,,,-0.37151787,Right Foot,,,,"[64.0, 52.8]",,Ground Pass,,8.263777,,,,,,,,,Vlad Iulian Chiricheș,Right Center Back,,7.0307274e-06
147989,,"[65.3, 53.9]",3879867,,,-1.4209313,Right Foot,,,,"[70.6, 18.8]",,High Pass,,35.497887,,,,,,,,,Allan Marques Loureiro,Right Center Midfield,,8.173569e-06
147990,,"[75.5, 18.6]",3879867,,,-0.6801547,Right Foot,,,,"[91.2, 5.9]",,Ground Pass,,20.193563,,,,,,,,,Marek Hamšík,Left Center Midfield,,4.3765863e-06
147991,,"[90.9, 11.9]",3879867,,,1.0543925,Left Foot,,,,"[97.6, 23.7]",,Ground Pass,,13.569451,,,,,,,,,Faouzi Ghoulam,Left Back,,0.0035480605
147994,,"[7.0, 36.1]",3879867,,,1.0262027,Right Foot,,,,"[21.9, 60.7]",,Ground Pass,,28.760563,,,,,,,,Goal Kick,José Manuel Reina Páez,Goalkeeper,,9.229216e-06
147995,,"[48.2, 59.2]",3879867,,,-1.4369854,Right Foot,,,,"[53.1, 22.8]",,Ground Pass,,36.72833,,,,,,,,,Vlad Iulian Chiricheș,Right Center Back,,3.5592145e-06
147996,,"[68.9, 23.7]",3879867,,,-0.76927054,Right Foot,,,,"[81.5, 11.5]",,Ground Pass,,17.538528,,,,,,,,,Marek Hamšík,Left Center Midfield,,1.8678786e-05
147997,,"[99.3, 23.3]",3879867,,,1.9668325,Right Foot,,,,"[85.0, 57.5]",,Ground Pass,,37.06926,,,,,,,,,Dries Mertens,Left Wing,,0.00026192723
147998,,"[84.1, 57.7]",3879867,,,0.6040784,Right Foot,,,,"[91.2, 62.6]",,Ground Pass,,8.626702,,,,,,,,,Allan Marques Loureiro,Right Center Midfield,,3.3513404e-06
147999,,"[92.7, 62.4]",3879867,,,-2.60927,Right Foot,,,,"[85.4, 58.1]",,Ground Pass,,8.472308,,,,,,,,,Lorenzo Insigne,Right Wing,,7.0139577e-06
148000,,"[92.0, 57.5]",3879867,,,-1.6436828,Right Foot,,,,"[89.7, 26.0]",,Ground Pass,,31.583857,,,,True,,,,,Allan Marques Loureiro,Right Center Midfield,,1.8408557e-05
148001,,"[106.1, 0.1]",3879867,,,1.586299,,,,,"[105.9, 13.0]",,Low Pass,,12.90155,,,,,,,,Throw-in,Faouzi Ghoulam,Left Back,,0.00029774095
148002,,"[105.1, 16.4]",3879867,,,-1.5147802,Right Foot,,,,"[105.7, 5.7]",,Low Pass,,10.716809,,,,,,,,,Dries Mertens,Left Wing,,2.3678374e-05
